participant,group-id,n-comments,n-votes,n-agree,n-disagree,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217
672,,0,10,5,2,,,,,1,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0,,,,,,,,-1,,,,,,,,,,,,,,,,,
39,,0,9,0,0,,,,,,0,0,,0,,0,,0,,,,,0,0,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,0,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,0,29,21,8,,,,,,1,-1,,-1,1,-1,1,1,,1,1,1,,-1,1,,1,,1,-1,1,,1,-1,1,,-1,,,,1,,,1,1,1,-1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,0,19,2,1,,,,,,-1,,,,,,,,,,,1,0,0,,,,0,0,,,0,0,,1,,,,0,,0,,0,,,,,0,0,,,,,0,,,0,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,0,19,9,9,,,,,,-1,-1,,,,1,1,1,,,,-1,,0,,,-1,,,-1,,,,,,,,,,,,,,,,,-1,1,1,,,1,-1,,1,,-1,,,,1,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,0,14,8,5,,,,,,1,,,-1,,,1,,,,,,,,1,1,,1,,,,-1,,,,,,,,,,,1,,,,,,,,-1,1,,,,,,,,,,,,1,,,-1,,,,,,,,,-1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,0,22,8,4,,,,,,0,,0,,,,1,1,,,,,,,0,,,0,,0,,-1,,,,,,,,,0,,,,,,,0,1,,,1,0,,,,,-1,,1,0,1,,1,,,,1,,,,,,,,,,,,,,,,,,0,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,0,29,13,13,,,,,,-1,-1,,,,1,-1,,,,0,-1,-1,1,,,,,,,,,-1,,,1,,-1,,,0,,1,,,1,-1,,,-1,,1,,,,,,,,-1,,,,,,1,1,,,,,,,,-1,,,0,1,,,-1,,1,,,1,,,,,,-1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,4,16,12,0,,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,,,,,,,,,,1,,,1,,,,,,,,1,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,0,16,2,4,,,,,,-1,,,,,,,,1,,,0,,,,,-1,0,,,,,,,,0,,,,,,,-1,,,,,0,,0,,,,,,,,,,,,,,0,,,0,,,,,-1,,,,,,,,,1,,,,,,,,,,,,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,0,17,9,8,,,,,,-1,,,,,-1,,1,,,-1,-1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,-1,,-1,,,-1,1,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,-1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,0,15,7,3,,,,,,-1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,1,0,,,,,,,,,,,,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,1,-1,,,,,-1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,0,65,35,30,,,,,,-1,-1,,,-1,1,1,,1,,,,,,,,-1,-1,-1,1,1,,,,,1,1,1,,-1,-1,,,-1,1,1,,1,,-1,-1,,-1,,,1,,-1,,,,,1,1,-1,-1,1,-1,1,1,-1,,-1,-1,1,,,,,-1,,1,,,1,,1,-1,1,,-1,1,-1,-1,,,,1,,,,,,-1,-1,1,-1,-1,,,,,1,1,,1,1,,,,,1,-1,1,1,1,,1,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,0,11,3,2,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,-1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,-1,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,,0,20,9,9,,,,,,1,,,,-1,,,,1,1,,,0,,,,,,,,,,,-1,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,-1,,,,,,,-1,,,,1,,1,,,,,,,,,-1,0,,1,-1,,-1,,,,,,,1,,,,,,,,,-1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,,0,1,0,1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,,0,3,2,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,,0,13,7,3,,,,,,1,,,,,0,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,,1,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,0,11,2,9,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,,,,-1,,,,,,,,,,,,,,1,,,,,-1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,,,-1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,,0,27,21,2,,,,,,1,,,,1,,,,,,,,,0,,,,,,1,,1,1,,,,,,,,,,,1,,1,,,,,-1,,,,,,,,,1,,,1,,0,,,,,-1,,,,,,1,,,,,1,,,,,,,,,,,,,0,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,1,,,1,,,1,,,,,,,,1,,,1,,,,,,,0,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,,1,26,13,12,,,,,,1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,-1,0,,,,1,,,1,,,,-1,,,,,,,,,,-1,,-1,,-1,,,-1,,,,-1,1,,,,,,,,,,,,,,,,,,,,,1,-1,,,,,,,-1,,,,1,,,,-1,1,,,,,,,,,,1,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,0,68,36,23,,,,,,-1,,,,-1,,,1,1,,0,,,,1,,-1,,-1,1,1,1,-1,1,,,,,,,-1,,,,,1,-1,,-1,,-1,,0,,1,,0,-1,1,,0,-1,-1,1,,0,,,1,-1,,1,,,,,,1,1,,1,,1,1,,,1,-1,0,,-1,,-1,,,1,0,1,,,0,1,,1,-1,,,-1,-1,,,1,1,1,,,1,,,,1,1,,1,1,,,,,1,,,,1,1,,1,1,,,,,-1,,,,,-1,,,,0,,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,0,20,11,3,,,,,,-1,,,,,,,,1,,,,,,,,,0,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,-1,,,,,,,,,0,,,,,,,,,,,,,,1,,,,,,,,,,0,,,,,,,1,,,,,,,,,,1,,1,,,,0,,,,-1,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,0,2,0,1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,,0,16,6,5,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,-1,,,,,,,-1,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,0,,1,0,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,-1,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,,0,39,23,8,,,,,,1,1,,,,,1,1,,,,,,,1,1,,,,,,,1,-1,,,,,,,,,,1,1,1,1,,,,,,0,,,-1,,,1,,0,,0,,,,,,,,,,,,0,,,,,,,,1,,,,-1,,-1,,,,,0,,1,,,,,,,,,1,,1,,,,,,-1,,,,,1,,,,,,1,,,,1,,,,,,,,1,,,,,,1,,,,0,,,,0,1,,,,0,,,,1,,,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,,0,8,2,0,,,,,,0,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,,0,47,23,22,,,,,,-1,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,-1,-1,,-1,,-1,,1,1,-1,,-1,1,,,,-1,,,,,-1,,,,1,,,-1,,,,,,,1,,,,1,0,,,,,,-1,,1,,,,,,,,,,1,,,,,,-1,1,-1,,1,1,,,,,,,1,,,,1,,,,,,,,-1,-1,,-1,,1,1,,,1,,,,,,-1,-1,,,,,,,,,,,,,,1,,,,,,-1,1,0,1,,,-1,-1,,1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,,0,19,6,13,,,,,,-1,-1,,,,,1,,,,,,,,,,,,,-1,,,-1,,,,,,,-1,,,,,,,,-1,1,,-1,,,,,,,,,,,,,,,,,,1,,,,,-1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,-1,,-1,,,,,,1,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,,0,37,28,7,,,,,,1,,,,1,,,,,1,,,1,,1,,,,,1,,,1,,,,,,1,-1,0,,1,1,,,,,,,,1,1,,,,,,,,,,,,,,1,-1,1,,,,,,,,,,1,-1,,,,,1,,1,,,,,,,,,,,,,,,,,,,-1,,-1,,1,,,,1,,,,,,1,,,,1,,1,,,0,,,1,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,1,,,,,,-1,,,,,,,-1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,,0,12,7,4,,,,,,-1,,,,,,,1,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,,0,8,6,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,,0,6,3,2,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,,0,10,8,2,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,,0,16,10,5,,,,,,-1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,-1,,,,1,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,,,,,,,
655,,0,49,15,16,,,,,,0,-1,,,,,,1,1,,,,1,0,,,,,,,0,,,,,0,,,,,-1,,,1,,,,1,,,,,,,,,,,,,,0,,,-1,,,,0,-1,,,,,,,1,,,,,,,1,,,-1,-1,-1,,,1,,,,0,,,,,,,0,0,,,1,-1,0,,,,,,1,-1,,,,,,,,,,,0,,-1,,,,,,0,0,,,,,,,,,-1,,,,,0,,-1,,0,,,,,1,,,1,,,0,,,,-1,,,,,,,,,,,-1,,,,,,0,,,,1,,,1,1,,,,-1,,,,,,,,,0,,,,,,,,-1,,,,,,,,
687,,0,6,3,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
87,,0,11,0,0,,,,,,,0,,,,,,,,,,,,,,,0,,,0,,0,0,0,,,,,0,,0,,,,,,,,,,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,0,18,13,0,,,,,,,0,,1,0,,1,,1,1,,,,,,,,1,,,,,1,,1,1,1,,,,,,,1,,,,1,,,0,,1,,,,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,0,35,16,7,,,,,,,0,0,1,-1,,,,1,0,0,,1,,-1,0,,,,,,,1,0,1,,1,,-1,0,,0,,0,,,,,,1,,1,-1,,,,,,1,1,-1,,,,,-1,0,1,1,0,,,,-1,1,,,1,,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,0,14,6,7,,,,,,,-1,,,,,1,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,1,,,1,,,,,-1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,1,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,0,19,17,1,,,,,,,0,,,,1,,,,,,,,,,,,1,1,,,-1,1,,1,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,1,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,1,14,3,10,,,,,,,-1,,,,1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,-1,,,,,,,,,,,,-1,,,,,-1,,,,,,1,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,0,50,13,21,,,,,,,-1,,,,,,,,-1,0,,,,,0,,-1,,,,1,0,,,,0,,0,,,1,0,,-1,,,,,-1,,,,0,,,,-1,,0,,-1,,,,,-1,,,-1,,-1,,,,,,-1,,,,0,,1,,-1,,,,,,,,,1,,,-1,0,-1,0,,,,-1,1,,-1,,,-1,,,,,,1,0,1,,,,,,1,1,,,,,,,,,,1,,,,,0,,,-1,0,,,,,,-1,,0,-1,1,,,,,,,,,,1,-1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,,0,6,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,,0,4,2,2,,,,,,,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,,0,28,17,9,,,,,,,-1,,,,1,,,,,0,,,,,,-1,,,1,,-1,1,1,1,,,,,,,,,1,,,,,,,-1,,,,,,,,,-1,,,,,,,,,,,1,,1,,,,,,1,-1,-1,,1,,,,,,,,,1,,,,,,,,,,,-1,,,,,-1,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,0,2,0,1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,0,14,7,4,,,,,,,,-1,1,,,,1,,,,,,,,,,0,,,,,,,,,,,,,,1,,,1,1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,-1,,,-1,,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,0,30,15,12,,,,,,,,-1,,1,1,1,,1,,,,,-1,,,,1,,1,,-1,1,,,,1,,,,,,,,,,-1,1,,1,,,,,,,,-1,,,,,,,,-1,0,,-1,,,,,-1,,,1,1,,0,,,1,,-1,,-1,,,-1,,,,,,0,,,,,,,-1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,0,21,9,4,,,,,,,,-1,,1,,,,,,,,1,0,,,,,,1,,0,1,,,,,,-1,,-1,,,0,,1,,,,,,,,,0,0,,-1,,,,,,,,,1,1,,1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,,0,1,0,1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
